tweet_id	note_id	claim	review	classification	is_fake	language	status	tweet_author	tweet_url	misleading_reasons	sources	created_at
1377030478167937024	1537142913737428992	...and my father has even been wearing a wire at the FBI’s direction to catch these criminals. The planted leak to the FBI tonight was intended to thwart that investigation. No part of the allegations against me are true, and the people pushing these lies are targets...	Forbes has a good rundown of the investigation and the Washington Post has a fuller picture of where the investigation is headed.     Gaetz seems to be deliberately misleading his readers about the timeline of any investigation with this tweet.    https://www.forbes.com/sites/rachelsandler/2021/03/30/gop-rep-matt-gaetz-reportedly-under-investigation-over-relationship-with-17-year-old-girl/?sh=7da3be1a23f4    https://www.washingtonpost.com/politics/2022/01/27/sex-trafficking-allegations-matt-gaetz/	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	Matt Gaetz	https://twitter.com/x/status/1377030478167937024	factual_error,missing_context,unverified_claim	1	2022-06-15 18:40:04
1536848327979016193	1537145358521839617	"people who choose to communicate and fix things with you instead of saying ""that's just how I am"" are attractive af."	They are expressing a personal opinion in a straightforward manner. This should not need a note.	NOT_MISLEADING	0	en	NEEDS_MORE_RATINGS	BbCakes.	https://twitter.com/x/status/1536848327979016193	clearly_satire,personal_opinion	0	2022-06-15 18:49:46
1537080831751102467	1537147343715282945	Buyers of competing electric cars receive a $7500 tax credit, but Tesla does not	Teslas purchased after 12/31/19 are not eligible for US Federal tax credits because they exceeded the initial 200K eligible cars allowed a credit. States like CA have their own programs that issue rebates or credits but many have ended as well due to higher Tesla prices. https://cleanvehiclerebate.org/en/faqs/can-i-apply-rebate-my-tesla-model-3-or-tesla-model-y	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	CURRENTLY_RATED_HELPFUL	Elon Musk	https://twitter.com/x/status/1537080831751102467	missing_context	1	2022-06-15 18:57:40
1537196168953974784	1537204430730211328	pic.twitter.com/iADXgyb2ei	The Jan 6th riots were encouraged by the sitting US President saying to his followers to &quot;stop the steal&quot; not just protest it. As well as laying groundwork well before.    https://www.nytimes.com/2021/01/10/us/trump-speech-riot.html    https://www.wsj.com/articles/trump-and-his-allies-set-the-stage-for-riot-well-before-january-6-11610156283    Four people in the crowd on Jan 6th died as well as five officers shortly after.     https://www.nytimes.com/2022/01/05/us/politics/jan-6-capitol-deaths.html	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	TediousTendies	https://twitter.com/x/status/1537196168953974784	factual_error,outdated_info,missing_context,unverified_claim	1	2022-06-15 22:44:30
1540087463099736065	1540422295029551104	The January 6 Committee is an unconstitutional political sideshow. It is rapidly losing the interest of the American people and now resorts to siccing federal law enforcement on political opponents.	The Committee has been found by numerous courts to be constitutional &amp; is not losing the interest of the American people. CNN reports &lt; 20M viewers tuned in to Thursday's presentation about the Jan 6 attack, and it reached a far larger number through social and others.    https://www.cnn.com/2022/06/10/media/ratings-january-6-hearings/index.html	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	Former Congressman Matt Gaetz	https://twitter.com/x/status/1540087463099736065	factual_error,missing_context,unverified_claim	1	2022-06-24 19:51:09
1586411168880807936	1586769867381669889	The Republican Party and its mouthpieces now regularly spread hate and deranged conspiracy theories. It is shocking, but not surprising, that violence is the result. As citizens, we must hold them accountable for their words and the actions that follow.https://t.co/MQor4NDFeE	Clinton is not alone in this claim, the F.B.I. has repeatedly said that extremist violence from right-wing actors is one of the biggest threats confronting the bureau.    https://www.nytimes.com/2022/08/13/nyregion/right-wing-rhetoric-threats-violence.html    Paul Pelosi’s attacker has written many racist, antisemitic and pro-Trump blog entries.    https://www.washingtonpost.com/politics/2022/10/29/paul-pelosi-attack-republicans-target/	NOT_MISLEADING	0	en	NEEDS_MORE_RATINGS	Hillary Clinton	https://twitter.com/x/status/1586411168880807936	factually_correct	1	2022-10-30 17:19:51
1598827733072560129	1599066819402162177	Imagine throwing it all away to do PR work for the richest person in the world. Humiliating shit.	This tweet is a personal opinion, presumably about reporter Matt Taibbi’s release of previously confidential Twitter internal company communications as provided by Elon Musk.	NOT_MISLEADING	0	en	NEEDS_MORE_RATINGS	follow @bencollins on bluesky	https://twitter.com/x/status/1598827733072560129	personal_opinion	0	2022-12-03 15:43:33
1592776673891581952	1592778879885709312	NASA’s majestic new rocket, Artemis I, soared into space for the first time, lighting up the night sky and accelerating on a journey that will take an astronaut-less capsule around the moon and back. 🚀 https://t.co/jlsGR84Rd2 pic.twitter.com/OPXWYU1pYT	The name of the rocket is the Space Launch System (SLS). Artemis 1 is the name of the current un-crewed mission.    https://www.nasa.gov/artemis-1	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	The New York Times	https://twitter.com/x/status/1592776673891581952	factual_error	1	2022-11-16 07:17:32
1535062308426510337	1535128588818653184	All. Old. News.	This refers to the January 6th hearing. Which is happening right now. The news about the hearing is very current. This appears to be an attempt to delegitimize the hearing by downplaying its relevance.    https://www.cnn.com/2022/06/09/politics/jan-6-hearing-takeaways-thursday/index.html	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	House Judiciary GOP 🇺🇸🇺🇸🇺🇸	https://twitter.com/x/status/1535062308426510337	missing_context,satire	1	2022-06-10 05:15:51
1564818029388734465	1564988898605862912	That TIME Magazine cover was huge threat to national security. 🙄 https://t.co/yy0AOmxMEh	The tweet focuses on an item that is not the main point or intent of the photo as a means of deflecting, spreading doubt, and downplaying the goal of the original message. The author is selectively choosing facts to tell a narrative in their favor.	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	House Judiciary GOP 🇺🇸🇺🇸🇺🇸	https://twitter.com/x/status/1564818029388734465	missing_context,satire	0	2022-08-31 14:50:04
1578414565058281473	1578618008687157248	Elon is now actively helping Putin. https://t.co/lHVXwsTA99	There is more context relevant here to explain the Starlink outages, including information that is classified, and it should be considered that occupation of territory in these areas is currently contested. https://twitter.com/elonmusk/status/1578433482757271552	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	Adam Parkhomenko	https://twitter.com/x/status/1578414565058281473	factual_error,missing_context,unverified_claim	1	2022-10-08 05:27:17
1588611335491026944	1588904247373881345	That Birdwatch note adding readers' context to Elon Musk's tweet today complaining about losing advertisers has disappeared. https://t.co/vnpEe5ZBbl via @jdcapelouto	The note did not &quot;disappear&quot;; it still exists, it is just not shown currently due to engagement, votes, or other factors considered by the Birdwatch program.    The language implies it was censored because it contradicted Elon Musk's point, but that can not be confirmed.	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	Tasneem Nashrulla	https://twitter.com/x/status/1588611335491026944	factual_error,missing_context,unverified_claim	0	2022-11-05 14:41:07
1588661987701313537	1591119055103983616	Excellent summary of Twitter’s Trust & Safety from the head of the team https://t.co/sJ1MBf9Mub	Yoel Roth is no longer the head of  Twitter’s Trust &amp; Safety as of Nov 10.     https://www.bloomberg.com/news/articles/2022-11-10/musk-tells-twitter-staff-social-network-s-bankruptcy-is-possible	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	Elon Musk	https://twitter.com/x/status/1588661987701313537	outdated_info	1	2022-11-11 17:21:58
1355643797280083973	1355716996760023041	Black Lives Matter is a racist, domestic terror organization and should be dealt with just as ISIS and al Qaeda have been.	BLM as an organization is not a terrorist organization. Approximately 93 percent of recent BLM protests were peaceful. The national organization specifically calls for peaceful protest. https://acleddata.com/2020/09/03/demonstrations-political-violence-in-america-new-data-for-summer-2020/	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	RickN	https://twitter.com/x/status/1355643797280083973	factual_error,missing_context	1	2021-01-31 03:18:14
1355529775197130753	1355989178622816256	@nobelprize To remind u what BLM did. Disqualify! RT @NextLAMayor: #BlackLivesMatter movement nominated for Nobel peace prize. pic.twitter.com/2qDB0db13x	This post claims BLM as an organization does not deserve the nobel peace prize as they incited violence. BLM as an organization is specifically non-violent, and explicitly calls for that on their page, and the vast majority of BLM related protests in the US were peaceful. https://www.washingtonpost.com/politics/2020/10/16/this-summers-black-lives-matter-protesters-were-overwhelming-peaceful-our-research-finds/	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	BooooTLEg	https://twitter.com/x/status/1355529775197130753	factual_error,missing_context,unverified_claim	1	2021-01-31 21:19:47
1352754599590035459	1356735932087611399	Donald Trump is the first president in modern history did not start a new war.	This claim is false. Carter, Ford and Nixon also did not start a new war.    https://www.usatoday.com/story/news/factcheck/2020/11/01/fact-check-trump-not-first-president-since-eisenhower-without-new-war/6086636002/	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	Donald Trump Jr.	https://twitter.com/x/status/1352754599590035459	factual_error	1	2021-02-02 22:47:07
1356441140959064064	1356747779113177095	Go get those Antifa bastards! And the random anarchists. And the Boogaloo Boys. And the BLM people. All those fascist thugs need to be dealt with. How dare they dress like Trump supporters and make it look like it was Trump supporters that caused all the violence at the capitol.	Neither BLM nor antifa were involved in the attack on the capitol. It was instigated primarily by pro-Trump protestors.     https://www.snopes.com/fact-check/trump-mob-capitol/	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	Fiona Ramshackle ✝️🏖	https://twitter.com/x/status/1356441140959064064	factual_error	1	2021-02-02 23:34:12
1550270293402423296	1550490344223084546	Stories are NOT facts.	Oral testimony under oath does constitute facts. It may often be the only facts in a case. https://www.law.cornell.edu/rules/fre/rule_701	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	House Republicans	https://twitter.com/x/status/1550270293402423296	missing_context	1	2022-07-22 14:37:59
1564064244978663424	1564268683169796097	2019 Trump allowed Texas to pump out 6 million barrels of oil per day. Biden restrictions we pump less than 1 million. 31 refineries laid off. He is using our reserves now. This info is online.	According to US EIA, Texas crude oil production peached in March 2020 at about 5.4M barrels per day. Its low point was in February 2021 at about 3.7M barrels per day.    https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?n=pet&amp;s=mcrfptx2&amp;f=m	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	Miss J	https://twitter.com/x/status/1564064244978663424	factual_error,unverified_claim	1	2022-08-29 15:08:11
1591810691912146950	1591833501883666432	Because Obama is a cheapskate who won't part with US$ 8/- which raises the question of his African heritage, hizo ni tabia za watu wa Muranga	1) There is no question about Barack Obama’s African heritage. 2) The “Official” tag is being applied to organizations before individuals.	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	Robert Yawe	https://twitter.com/x/status/1591810691912146950	factual_error,unverified_claim	0	2022-11-13 16:40:56
1591091023756890114	1591099606531710986	Exclusive: Tesla is considering exporting China-made electric cars to the U.S., a reversal that would reflect the automaker's deepening cost advantage at its Shanghai plant and slower demand from Chinese consumers https://t.co/GtovEdL7u0 pic.twitter.com/AtT4gpKD0V	Elon tweeted that this claim was &quot;False&quot;	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	Reuters	https://twitter.com/x/status/1591091023756890114	factual_error	1	2022-11-11 16:04:42
1361810447431827459	1362165022634504193	This raises the obvious question: can we ever rely on renewables to power the grid during extreme weather? No, you need gas or nuclear. And subsidizing investment in wind has pushed gas and nuclear out. Now we live with the consequences.	Lost wind power was expected to be a fraction of winter generation. All sources — from natural gas, to nuclear, to coal, to solar — have struggled to generate power during the storm that has left millions of Texans in the dark.    https://www.texastribune.org/2021/02/16/texas-wind-turbines-frozen/	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	Dan Crenshaw	https://twitter.com/x/status/1361810447431827459	factual_error,missing_context,unverified_claim	1	2021-02-17 22:20:23
1416104050471407631	1416114744956801024	Psaki can’t defend herself against spot-on questions from Doocy. She can’t deny that the Biden administration is providing Facebook with names of people who should be censored, making them an arm of government, and giving Trump exactly what he needs to win his suit against them.	The White House is not censoring anyone, the sources of misinformation on Facebook being cited by the Biden administration comes from widely-available mainstream media reports including this story on NPR:  https://www.npr.org/2021/05/13/996570855/disinformation-dozen-test-facebooks-twitters-ability-to-curb-vaccine-hoaxes	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	First Words	https://twitter.com/x/status/1416104050471407631	factual_error,missing_context,unverified_claim	1	2021-07-16 19:17:19
1510259697819037701	1510439273715093506	“The best vaccination is to get infected yourself.” - Dr. Anthony Fauci	In this old quote Fauci is referring to the flu. Contracting Covid-19 is much more potentially life-threatening than the flu, but Fauci is also talking about someone who had already contacted the flu virus and was not suggesting people should intentionally try to become infected.	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	Eric Matheny	https://twitter.com/x/status/1510259697819037701	outdated_info,missing_context	0	2022-04-03 02:09:20
1523430921659027456	1523976585040257028	Is ANYONE asking how Ron DeSantis was worth $340,000 in 2020 and is now worth $52 million? 🤔	There is no reporting supporting this assertion and the poster didn’t supply any sources.     Recent reporting suggests a much less outrageous number.  https://www.sun-sentinel.com/news/politics/fl-ne-nsf-desantis-net-worth-20210621-xxqfzxbt5zeufkluweusvgwuny-story.html	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	CURRENTLY_RATED_HELPFUL	Travelore Report	https://twitter.com/x/status/1523430921659027456	factual_error,unverified_claim	1	2022-05-10 10:41:46
1616786232394264577	1617041513506082818	nyc cop bravery holds a flashlight while the people save someone who had fallen on the subway tracks, give him a round of applause everyone pic.twitter.com/e9z5levJl3	Waving a flashlight from side to side is a signal to any approaching train to stop because someone has fallen on the tracks.    https://new.mta.info/safety-and-security	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	CURRENTLY_RATED_HELPFUL	riley	https://twitter.com/x/status/1616786232394264577	missing_context	1	2023-01-22 06:08:34
1621199488537841665	1621516425348419585	Tree planting in NYC is at an unacceptable low and we need Parks to kick into high gear. Experts agree improving our tree canopy is one of the best ways we can fight climate change. We must fully fund Parks operations and pick up the pace today!https://t.co/VE8Y9TpdxS	It costs $3,600 to plant a tree in New York City. It Jersey City, it costs $500.    https://nypost.com/2022/07/06/how-much-does-it-cost-nyc-to-plant-a-tree-a-tree-mendous-3600/	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	CURRENTLY_RATED_NOT_HELPFUL	Lincoln Restler	https://twitter.com/x/status/1621199488537841665	missing_context	1	2023-02-03 14:30:16
1628406408059256833	1628578452046589953	"American Healthcare: ""you got hurt?"" me: ""yes, bad :("" AH: ""do you want an ambulance?"" me: ""please!” AH: “right away! That will be $2,000"" me: ""to the emergency room?!"" AH: “oh that’s just the ride, the ER is another $5K"" me: ""but, i have insurance"" AH: ""not at this…"	In the United States, all health insurance plans are required to cover the cost of care received in emergency rooms.    https://www.healthcare.gov/using-marketplace-coverage/getting-emergency-care/	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	gaut	https://twitter.com/x/status/1628406408059256833	outdated_info,missing_context	1	2023-02-23 02:12:15
1354865702889533442	1354891631980204040	First they came for our Free Speech, then they came for our Free Markets, next they’ll come for our Free Shipping on orders $50 or more with promo code: FREEDOM50	No one’s free speech has been limited.	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	Madison Cawthorn	https://twitter.com/x/status/1354865702889533442	factual_error,missing_context,unverified_claim	0	2021-01-28 20:38:32
1362511518055694345	1362522457475670020	Ben Rhodes told @J_Insider that @netanyahu — and all Jews — are “corrupt and cruel.” While this view is taking root among some Democrats, does President Biden agree? I hope not.https://t.co/43aFOqgeC2	Ben Rhodes said no such thing, and has, in fact, gone out of his way to make sure he’s clear when he is criticizing a politician, not a people. https://mobile.twitter.com/EliseLabott/status/1362518073312444421	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	Mike Pompeo	https://twitter.com/x/status/1362511518055694345	factual_error,missing_context	1	2021-02-18 22:00:42
1431064081415475203	1431081052622114825	The Biden Administration had no plan and no strategy. They put Americans directly into harm’s way causing American casualties. Resignations are needed.	This is a lie. The withdrawal plan was put in place by Trump before Biden ever got into office. Even still, the Biden administration has evacuated 75,900 people since the end of July.    https://en.wikipedia.org/wiki/Withdrawal_of_United_States_troops_from_Afghanistan_(2020–2021)    https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/08/24/remarks-by-president-biden-on-the-ongoing-evacuation-efforts-in-afghanistan-and-the-house-vote-on-the-build-back-better-agenda/	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	Sen. Marsha Blackburn	https://twitter.com/x/status/1431064081415475203	factual_error,missing_context,unverified_claim	1	2021-08-27 02:28:05
1488570227856375810	1488683974876532742	Apple is working on developing smart wedding rings which will let you know your partners location, where they have been, and if they take the ring off pic.twitter.com/gIIhx6gGC5	Old rumor, based on a ring patent for a gesture input, nothing to do with spousal surveillance.   https://www.patentlyapple.com/patently-apple/2021/04/apple-reveals-future-smart-ring-designs-like-a-multi-ring-system-rings-that-work-with-apple-watch-to-control-on-screen-cont.html	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	CURRENTLY_RATED_HELPFUL	SAY CHEESE! 👄🧀	https://twitter.com/x/status/1488570227856375810	factual_error,manipulated_media,outdated_info,missing_context,unverified_claim	1	2022-02-02 01:21:32
1497218172071645195	1497267824921694215	If media reports are accurate, and Judge Jackson has been chosen as the Supreme Court nominee to replace Justice Breyer, it means the radical Left has won President Biden over yet again. The attacks by the Left on Judge Childs from South Carolina apparently worked.	Lindsay Graham voted to confirm Judge Jackson to the DC appellate court last year.  https://www.cnn.com/2021/06/14/politics/ketanji-brown-jackson-confirmation-vote-senate/index.html	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	Lindsey Graham	https://twitter.com/x/status/1497218172071645195	outdated_info,missing_context	1	2022-02-25 17:50:42
1511030478614241280	1511114556138946567	"""Our servicemen and women deserve better from their Commander-in-Chief. Cutting our military and defense spending signals weakness to our foreign adversaries and further threatens our national security.” @RepStefanik https://t.co/VmtorWwUvc pic.twitter.com/BAaQSxoid3"	President Biden’s $813 billion proposal is a 4% increase for the Pentagon, which already spends more than the next 11 countries combined.  https://www.theguardian.com/us-news/2022/apr/03/biden-record-defense-budget-progressive-spending-priorities	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	Armed Services GOP	https://twitter.com/x/status/1511030478614241280	factual_error	1	2022-04-04 22:52:39
1370127482641260544	1370135894137659393	"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribute to Birdwatch"". Try it on this Tweet! pic.twitter.com/fk57uFse7E"	This tweet makes a lot of sense.	NOT_MISLEADING	0	en	NEEDS_MORE_RATINGS	Community Notes	https://twitter.com/x/status/1370127482641260544	factually_correct	1	2021-03-11 22:13:47
1539776139027066880	1550282203656966144	Attend a Build Day to understand what to build with the Twitter API, brainstorm ideas and form teams for the #Chirp Developer Challenge. Learn more:	This event takes place on November 16, 2022. This information is not easily visible in the tweet or the linked page.	NOT_MISLEADING	0	en	NEEDS_MORE_RATINGS	Developers	https://twitter.com/x/status/1539776139027066880	factually_correct	1	2022-07-22 00:50:54
1376320295133442057	1376620280248958976	WARNING: 6.0 earthquake is possible in Northern California during the next 48 hours - most likely 03/29 to 03/30 - https://t.co/Jy5p5TwCyn pic.twitter.com/N0HB1hjcKZ	Earthquakes are not scientifically predictable and tweets like this can cause panic in said areas.	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	EarthquakePrediction	https://twitter.com/x/status/1376320295133442057	unverified_claim	0	2021-03-29 19:40:25
1374644213279772674	1377230298904158213	BÖYLE BÜYÜK BİR SALONDA TOPLANDIĞIMIZ İÇİN BİZİ TENKİT EDİYORSUNUZ. BİZ BÜTÜN DELEGELER DÜN GENEL MERKEZ DE COVİT TESTİ YAPTIRDIK. SALONA GİREN TEK COVİTLİ DELEGE YOK. BİLİNMESİNİ İSTEDİM.	He claims all delegates got tested and results were negative before attending an indoor event but news sources publish many people got infected during the event.	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	İbrahim Melih Gökçek	https://twitter.com/x/status/1374644213279772674	unverified_claim	0	2021-03-31 12:04:25
