URL	Author	datePublished	claimReviewed	reviewBody	title	ratingValue	bestRating	alternativeName	is_health	health_categories
https://aosfatos.org/noticias/governo-bolsonaro-nao-suspendeu-distribuicao-de-insulina-no-sus/	https:www.aosfatos.org	2019-07-22	Espaço dedicado para os eleitores do Bolsonaro explicarem a retirada da INSULINA do SUS.	Publicações que circulam nas redes sociais veja aqui enganam ao afirmar que o governo encerrou a distribuição de insulina no SUS Sistema nico de Saúde. O que aconteceu, na verdade, foi a suspensão de parcerias com laboratórios públicos que produzem, entre outros medicamentos, dois tipos do hormônio indicado no tratamento de diabetes. O Ministério da Saúde afirma que essa medida não afeta o abastecimento de insulina na rede pública e que o fornecimento está regular em todos os estados.	Governo Bolsonaro não suspendeu distribuição de insulina no SUS | Aos Fatos	1	5	falso	1	doenca_sintoma,medicamento_tratamento,saude_publica_sistema
https://aosfatos.org/noticias/e-falso-que-reforma-tira-de-pessoas-com-deficiencia-direito-pensao-por-morte/	https:www.aosfatos.org	2019-07-17	As crueldades da Reforma da PrevidênciaPessoas com síndrome de down, autismo, esquizofrenia e transtornos considerados de moderados a médio perdem o direito a pensão após morte de pais ou responsáveis.	Uma publicação que circula nas redes sociais afirma que, com a reforma da Previdência, pessoas com Síndrome de Down, autismo, esquizofrenia e transtornos considerados moderados perderão direito à pensão após a morte de seus responsáveis veja aqui. No entanto, o texto-base aprovado em primeiro turno pela Câmara dos Deputados no dia 10 de julho não traz essa informação.	É falso que reforma tira de pessoas com deficiência direito à pensão por morte | Aos Fatos	1	5	falso	1	doenca_sintoma
https://aosfatos.org/noticias/e-falso-que-bolsonaro-importara-tecnologia-que-remove-cancer-de-mama-sem-cirurgia/	https:www.aosfatos.org	2019-07-16	Câncer no seio não precisa mais fazer cirurgia. Presidente Bolsonaro vai autorizar a importação dessa tecnologia de Israel. Embora chamado de machista, foi o único presidente que se lembrou em primeiro lugar das mulheres Vamos divulgar!	Não é verdade que o governo Bolsonaro vai autorizar a importação de uma tecnologia israelense que promete extrair tumores sem a remoção da mama. O método existe de fato, mas não foi inventado em Israel nem tem eficácia comprovada na eliminação do câncer de mama. O Ministério da Saúde também negou que estude a adoção deste processo no SUS Sistema nico de Saúde.	É falso que Bolsonaro importará tecnologia que remove câncer de mama sem cirurgia | Aos Fatos	1	5	falso	1	doenca_sintoma,medicamento_tratamento,saude_publica_sistema
https://aosfatos.org/noticias/meme-falseia-e-distorce-dados-sobre-tramitacao-de-processo-de-lula-na-justica/	https:www.aosfatos.org	2019-04-23	A justiça brasileira não é lenta.  você que é pobre. O Lula, que é RICO, teve 145 habeas corpus analisados, mobilizando 175 juízes em 44 instâncias [e] pulando na frente de 3.730.138 processos. Enquanto isso você espera 8 anos para a Justiça decidir que o SUS deve lhe dar o remédio que salvará sua vida.	Um meme que circula nas redes sociais traz informações falsas e distorcidas sobre a tramitação do processo do ex-presidente Luiz Inácio Lula da Silva PT na Justiça ao sugerir que ele teve tratamento privilegiado em relação a outros réus.	Meme falseia e distorce dados sobre tramitação de processo de Lula na Justiça | Aos Fatos	1	5	falso	1	medicamento_tratamento,saude_publica_sistema
https://aosfatos.org/noticias/lula-nao-vetou-distribuicao-de-vacina-contra-meningite-posts-distorcem-informacoes/	https:www.aosfatos.org	2019-03-07	Lula vetou em 2010 vacina para meningite, doença que matou seu neto de 7 anos.	Por mais que o ex-presidente Lula tenha vetado um projeto que incluiria a vacina da meningite meningocócica C no Calendário Nacional de Vacinação do SUS Sistema nico de Saúde, é errado afirmar que o petista negou sua distribuição. Lula vetou o projeto porque ele previa a inclusão de vacinas que já estavam sendo distribuídas pelo sistema público de saúde.	Lula não vetou distribuição de vacina contra meningite; sites distorcem informações | Aos Fatos	3	5	distorcido	1	doenca_sintoma,saude_publica_sistema,vacina_imunizacao
https://aosfatos.org/noticias/lulu-santos-nao-publicou-carta-do-diario-de-s-paulo-boato-de-2013-ressurge-nas-redes/	https:www.aosfatos.org	2019-03-01	S.S.O  TAPA NA CARA DA NAO. ..!!!DESABAFO ... !!!Vejam o que o cantor Lulu Santos escreveu hoje no Jornal Diário de São Paulo.Acordem povo Brasileiro.Estamos sendo ridicularizados no mundo inteiro. Somos todos um bando de bobos, imbecis.Cantor de MPB em Carta publicada no Jornal Diário de São Paulo.Hoje, vendo pessoas morrendo em filas de Hospitais, bandidos matando por R$ 10,00 e pessoas andando feito zumbis nas ruas por causa das drogas, adolescentes que não sabem quanto é 6 x 8, meninas de 14 anos parindo filhos sem pais, toda a classe política desse país esfregando a bandalheira na nossa cara e desfilando uma incompetência absurda, o nosso país sendo ridicularizado por tantos escândalos...Eu peço perdão ao Brasil pela porcaria que fiz...Deveria ter ficado em casa quieto ao invés de ir às ruas. Lutei pra que Pra ver corrupto no poder fazendo manobras pra se manter no poder e por quê agora estamos quietos Cade você nas ruas Esqueçam cor de bandeiras. Vamos nos unir e lutar por um só motivo: nossos direitos.SOMOS mais de trinta milhões de aposentados!Não podemos admitir:Policial R$ 3.660,00 para arriscar a vida;Bombeiro R$ 3.960,00 para salvar vidas;Professor R$ 2.200,00 para preparar para a vida;Médico R$ 9.260,00 para manter a vida;E o Deputado Federal R$ 26.700,00 Salário R$ 94.300,00 Verba de GabineteR$ 53.400,00 Auxílio PaletóR$ 5.000,00 Combustível R$ 22.000,00 Auxílio Moradia R$ 59.000,00 Passagens Aéreas R$ 17.997,00 Auxílio Saúde R$ 12.100,00 Auxílio Educação R$ 16.400,00 Auxílio Restaurante R$ 13.400,00 Auxílio Cultural Auxílio DentistaAuxílio Farmácia E outros, para LASCAR as nossas vidas!E o trabalhador R$ 954,00 para sustentar a família.Será que o problema do Brasil são os trabalhadores Os aposentados Vamos impor a eles que façam uma REFORMA PROFUNDA na política nacional.Publique!!!Se você repassar para somente 2 amigos nas primeiras horas, em 28 horas toda a população brasileira vai tomar conhecimento deste ABSURDO.	Voltou a circular pelas redes sociais um boato clássico sobre um texto supostamente escrito pelo cantor Lulu Santos no jornal Diário de S. Paulo. O desabafo lista problemas no Brasil e chama a atenção dos brasileiros para lutarem por uma reforma profunda na política nacional.	Lulu Santos não publicou carta no Diário de S.Paulo; boato ressurge nas redes | Aos Fatos	1	5	falso	1	saude_publica_sistema
https://aosfatos.org/noticias/e-falso-que-primeira-dama-pediu-ao-governo-envio-de-veterinarios-para-resgatar-animais-em-brumadinho/	https:www.aosfatos.org	2019-01-28	Pedi com os olhos cheios de lágrimas para o Ministro da Agricultura o envio de veterinários para cuidar dos animais que estavam sendo esquecidos, ele disponibilizou cerca de 100 médicos veterinários que já estão em Brumadinho dando auxílio ...	Além de ser uma postagem de um perfil falso de Michelle Bolsonaro, também é falsa a informação de que a primeira-dama pediu ao Ministério da Agricultura o envio de veterinários para cuidar dos animais vítimas do desastre de Brumadinho MG. O Ministério nega que tenha recebido qualquer tipo de pedido semelhante.	É falso que primeira-dama pediu ao governo envio de veterinários para resgatar animais em Brumadinho | Aos Fatos	1	5	falso	1	saude_publica_sistema
https://aosfatos.org/noticias/cortar-acucar-ou-tomar-limao-e-oleo-de-coco-nao-curam-cancer-texto-traz-informacoes-falsas/	https:www.aosfatos.org	2019-01-15	O Dr. Gupta diz que ninguém deve morrer de câncer, exceto sem atenção.	Cortar definitivamente o consumo de açúcar, beber limão com água quente e ingerir óleo de côco não curam o câncer. As informações falsas estão em uma corrente atribuída ao Dr. Gupta que está se espalhando pelas redes sociais.	Cortar açúcar ou tomar limão e óleo de coco não curam câncer; texto traz informações falsas | Aos Fatos	1	5	falso	1	doenca_sintoma
https://aosfatos.org/noticias/pf-nao-interceptou-remessa-de-dolares-de-cuba-ao-pt-em-caixas-de-medicamento/	https:www.aosfatos.org	2018-11-30	Polícia federal.Porto de Santos. 60 baús de medicamentos cheios de bilhões de dolares.Nosso dinheiro do mais médicos que vai para Cuba e agora volta para financiar guerrilha armada do PT. Mais de vinte petistas preso em flagrante. Repassem. Repassem para o Brasil Inteiro saber o que eles fizeram com o nosso Brasil, e o destino da maldade que seria usado esse dinheiro! Disfarçados de etiquetas de medicamentos. Cheios de Dólares para espanto dos policiais.	As mesmas caixas que aparecem no vídeo também constam em fotos de um relatório encaminhado por especialistas ao Conselho de Segurança da ONU em 2017, que trata, entre outros assuntos, de milhões de dólares em espécie que desapareceram da Líbia após a queda de Kadafi, em 2011. Placas afixadas na tampa das caixas trazem inscrições em árabe e a data 15072011, o que também demonstra não haver vínculos com PT e Cuba.	PF não interceptou remessa de dólares de Cuba ao PT em caixas de medicamento | Aos Fatos	1	5	falso	1	medicamento_tratamento,saude_publica_sistema
https://aosfatos.org/noticias/bolsonaro-nao-disse-que-pacientes-com-cancer-custam-muito-caro-e-que-vai-cortar-tratamento/	https:www.aosfatos.org	2018-11-22			Bolsonaro não disse que paciente com câncer 'custa muito caro' e que vai cortar tratamento | Aos Fatos	1	5	falso	1	doenca_sintoma
